"branch_n_queue","entity","priority","service_type","arrival_time_secs","yesterday_count","queue_length","clients_count","priorities_count","companies_count","avg_service_time","interarrival_time","arrival_rate","service_rate","utilization_factor","hol","les","peak_hour","non_clients_count","non_priorities_count","non_companies_count","time_overflow"
"35_2","company","FALSE","C",36844,52,3,2,0,0,457,254,0.00900900900900901,0.00218818380743982,4.11711711711712,528,209,FALSE,1,3,3,FALSE
"35_2","person","FALSE","C",36903,52,4,2,0,1,457,59,0.00681431005110733,0.00218818380743982,3.11413969335605,587,209,FALSE,2,4,3,FALSE
"35_2","person","FALSE","C",36996,52,5,2,0,1,457,93,0.00773993808049536,0.00218818380743982,3.53715170278638,680,209,FALSE,3,5,4,FALSE
"35_2","person","FALSE","C",37620,52,4,2,0,1,374.666666666667,624,0.00604229607250755,0.00266903914590747,2.2638469284995,1030,1239,FALSE,2,4,3,FALSE
"35_2","person","FALSE","C",38269,52,1,0,0,0,242.285714285714,649,0.0016025641025641,0.00412735849056604,0.388278388278388,649,1254,FALSE,1,1,1,FALSE
"35_2","person","FALSE","C",38314,52,2,1,0,0,242.285714285714,45,0.00157109190887667,0.00412735849056604,0.38065312535069,694,1254,FALSE,1,2,2,FALSE
"35_2","person","FALSE","C",39123,52,1,0,0,0,314,809,0.0222222222222222,0.00318471337579618,6.97777777777778,809,490,FALSE,1,1,1,FALSE
"35_2","company","FALSE","C",39372,52,2,0,0,0,314,249,0.00234192037470726,0.00318471337579618,0.73536299765808,1058,490,FALSE,2,2,2,FALSE
"35_2","person","FALSE","C",39399,52,3,0,0,1,314,27,0.00271985494106981,0.00318471337579618,0.85403445149592,1085,490,FALSE,3,3,2,FALSE
"35_2","company","FALSE","C",39538,52,4,0,0,1,314,139,0.00353982300884956,0.00318471337579618,1.11150442477876,1224,490,FALSE,4,4,3,FALSE
"35_2","person","FALSE","C",40631,52,0,0,0,0,236.285714285714,1093,0,0.00423216444981862,0,0,500,FALSE,0,0,0,FALSE
"35_2","person","FALSE","C",40909,52,0,0,0,0,227.133333333333,278,0,0.00440270032286469,0,0,214,FALSE,0,0,0,FALSE
"35_2","person","FALSE","C",41149,52,0,0,0,0,215.125,240,0,0.00464846019755956,0,0,74,FALSE,0,0,0,FALSE
"35_2","person","FALSE","C",42543,52,0,0,0,0,207.647058823529,1394,0,0.00481586402266289,0,0,59,FALSE,0,0,0,FALSE
"35_2","person","FALSE","C",42872,52,0,0,0,0,205.722222222222,329,0,0.00486092357547934,0,0,139,FALSE,0,0,0,FALSE
"35_2","person","FALSE","C",43447,52,0,0,0,0,198.947368421053,575,0,0.00502645502645503,0,0,306,FALSE,0,0,0,FALSE
"35_2","person","FALSE","C",43529,52,0,0,0,0,193.45,82,0,0.00516929439131559,0,0,44,FALSE,0,0,0,FALSE
"35_2","person","FALSE","C",44287,52,0,0,0,0,189.857142857143,758,0,0.00526711813393529,0,0,55,FALSE,0,0,0,FALSE
"35_2","company","FALSE","C",45503,52,0,0,0,0,184.181818181818,1216,0,0.0054294175715696,0,0,215,FALSE,0,0,0,FALSE
"35_2","person","FALSE","C",45776,52,0,0,0,0,178.826086956522,273,0,0.00559202528567955,0,0,70,FALSE,0,0,0,FALSE
"35_2","company","FALSE","C",46464,52,0,0,0,0,175.458333333333,688,0,0.00569935882213251,0,0,47,FALSE,0,0,0,FALSE
"35_2","person","FALSE","C",47400,52,0,0,0,0,174.44,936,0,0.00573263013070397,0,0,602,TRUE,0,0,0,FALSE
"35_2","person","FALSE","C",47618,52,0,0,0,0,168.807692307692,218,0,0.00592390066074277,0,0,82,TRUE,0,0,0,FALSE
"35_2","person","FALSE","C",48830,52,0,0,0,0,168.555555555556,1212,0,0.00593276203032301,0,0,152,FALSE,0,0,0,FALSE
"35_2","person","FALSE","C",48921,52,0,0,0,0,173.357142857143,91,0,0.0057684384013185,0,0,62,FALSE,0,0,0,FALSE
"35_2","person","FALSE","C",49857,52,0,0,0,0,170.172413793103,936,0,0.00587639311043566,0,0,277,TRUE,0,0,0,FALSE
"35_2","company","FALSE","C",50118,52,0,0,0,0,177.233333333333,261,0,0.00564227948091029,0,0,39,FALSE,0,0,0,FALSE
"35_2","company","FALSE","C",50196,52,1,0,0,1,177.233333333333,78,0.00383141762452107,0.00564227948091029,0.679054916985951,78,39,FALSE,1,1,0,FALSE
"35_2","person","FALSE","C",50616,52,0,0,0,0,182.625,420,0,0.0054757015742642,0,0,199,FALSE,0,0,0,FALSE
"35_2","person","FALSE","C",50783,52,1,1,0,0,182.625,167,0.00238095238095238,0.0054757015742642,0.434821428571429,167,199,FALSE,0,1,1,FALSE
"35_2","person","FALSE","C",50804,52,2,1,0,0,182.625,21,0.00340715502555366,0.0054757015742642,0.622231686541738,188,199,FALSE,1,2,2,FALSE
"35_2","person","FALSE","C",51414,52,0,0,0,0,174.085714285714,610,0,0.005744296733957,0,0,225,FALSE,0,0,0,FALSE
"35_2","person","FALSE","C",51434,52,1,0,0,0,174.085714285714,20,0.00163934426229508,0.005744296733957,0.285386416861827,20,225,FALSE,1,1,1,FALSE
"35_2","person","FALSE","C",51484,52,1,0,0,0,172.694444444444,50,0.05,0.00579057423194467,8.63472222222222,50,67,FALSE,1,1,1,FALSE
"35_2","person","FALSE","C",51954,52,0,0,0,0,166.973684210526,470,0,0.00598896769109535,0,0,274,FALSE,0,0,0,FALSE
"35_2","person","FALSE","C",52774,52,0,0,0,0,186.717948717949,820,0,0.00535567151881351,0,0,59,TRUE,0,0,0,FALSE
"35_2","person","FALSE","C",52800,52,1,1,0,0,186.717948717949,26,0.00121951219512195,0.00535567151881351,0.227704815509694,26,59,TRUE,0,1,1,FALSE
"35_2","person","FALSE","C",52882,52,2,2,0,0,186.717948717949,82,0.00236406619385343,0.00535567151881351,0.441413590349761,108,59,TRUE,0,2,2,FALSE
"38_21","person","FALSE","E",50055,89,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,FALSE
"38_21","person","FALSE","E",50278,89,1,1,0,0,0,223,0,0,0,223,0,FALSE,0,1,1,FALSE
"40_5","person","TRUE","A",37345,38,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,FALSE
"40_5","company","TRUE","A",47906,38,0,0,0,0,100,10561,0,0.01,0,0,143,FALSE,0,0,0,FALSE
"40_5","person","TRUE","A",50105,38,0,0,0,0,114,2199,0,0.0087719298245614,0,0,5,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",36062,38,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",36081,38,1,1,0,0,0,19,0,0,0,19,0,FALSE,0,1,1,FALSE
"40_6","person","FALSE","C",36111,38,2,2,0,0,0,30,0.105263157894737,0,0,49,0,FALSE,0,2,2,FALSE
"40_6","person","FALSE","C",36464,38,1,1,0,0,163.5,353,0.0333333333333333,0.00611620795107034,5.45,353,326,FALSE,0,1,1,FALSE
"40_6","person","FALSE","C",36581,38,1,1,0,0,164,117,0.0028328611898017,0.00609756097560976,0.464589235127479,117,421,FALSE,0,1,1,FALSE
"40_6","person","FALSE","C",36882,38,0,0,0,0,168.2,301,0,0.00594530321046373,0,0,174,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",36976,38,1,1,0,0,168.2,94,0.00332225913621262,0.00594530321046373,0.558803986710963,94,174,FALSE,0,1,1,FALSE
"40_6","person","FALSE","C",36998,38,2,2,0,0,168.2,22,0.00506329113924051,0.00594530321046373,0.851645569620253,116,174,FALSE,0,2,2,FALSE
"40_6","person","FALSE","C",37479,38,1,1,0,0,177.285714285714,481,0.0454545454545455,0.0056406124093473,8.05844155844156,481,200,FALSE,0,1,1,FALSE
"40_6","person","FALSE","C",38182,38,0,0,0,0,152.666666666667,703,0,0.00655021834061135,0,0,213,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",38271,38,0,0,0,0,146.1,89,0,0.00684462696783025,0,0,8,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",38721,38,0,0,0,0,156.909090909091,450,0,0.00637311703360371,0,0,20,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",38954,38,1,0,0,0,156.909090909091,233,0.00222222222222222,0.00637311703360371,0.348686868686869,233,20,FALSE,1,1,1,FALSE
"40_6","person","FALSE","C",39124,38,1,1,0,0,153.25,170,0.00429184549356223,0.0065252854812398,0.657725321888412,170,356,FALSE,0,1,1,FALSE
"40_6","person","FALSE","C",39284,38,0,0,0,0,141.071428571429,160,0,0.00708860759493671,0,0,156,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",39336,38,1,1,0,0,141.071428571429,52,0.00625,0.00708860759493671,0.881696428571429,52,156,FALSE,0,1,1,FALSE
"40_6","person","FALSE","C",39853,38,0,0,0,0,148.9375,517,0,0.00671422576584138,0,0,235,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",42232,38,0,0,0,0,153.470588235294,2379,0,0.00651590647757762,0,0,49,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",45183,38,0,0,0,0,147.444444444444,2951,0,0.00678221552373775,0,0,16,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",45635,38,0,0,0,0,148.526315789474,452,0,0.00673281360737066,0,0,5,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",46188,38,0,0,0,0,146.05,553,0,0.00684697021567956,0,0,16,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",46233,38,1,1,0,0,146.05,45,0.00180831826401447,0.00684697021567956,0.264104882459313,45,16,FALSE,0,1,1,FALSE
"40_6","person","FALSE","C",46770,38,2,2,0,0,146.05,537,0.00334448160535117,0.00684697021567956,0.488461538461539,582,16,FALSE,0,2,2,FALSE
"40_6","person","FALSE","C",46981,38,3,3,0,0,146.05,211,0.0026431718061674,0.00684697021567956,0.386035242290749,793,16,FALSE,0,3,3,FALSE
"40_6","person","FALSE","C",47321,38,0,0,0,0,130.333333333333,340,0,0.00767263427109974,0,0,299,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",47488,38,0,0,0,0,130.2,167,0,0.00768049155145929,0,0,80,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",48078,38,0,0,0,0,138.076923076923,590,0,0.00724233983286908,0,0,43,FALSE,0,0,0,FALSE
"40_6","company","FALSE","C",49156,38,0,0,0,0,133.185185185185,1078,0,0.0075083426028921,0,0,565,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",49536,38,0,0,0,0,133.25,380,0,0.0075046904315197,0,0,2,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",49721,38,0,0,0,0,131.310344827586,185,0,0.00761554621848739,0,0,163,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",50286,38,0,0,0,0,133,565,0,0.0075187969924812,0,0,58,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",50754,38,0,0,0,0,131.709677419355,468,0,0.00759245652706343,0,0,14,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",50860,38,0,0,0,0,129.4375,106,0,0.00772573635924674,0,0,6,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",50930,38,1,1,0,0,129.4375,70,0.00943396226415094,0.00772573635924674,1.22110849056604,70,6,FALSE,0,1,1,FALSE
"40_6","person","FALSE","C",51917,38,0,0,0,0,128.941176470588,987,0,0.00775547445255474,0,0,168,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",53271,38,0,0,0,0,127.885714285714,1354,0,0.00781948168007149,0,0,135,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",53497,38,0,0,0,0,126.166666666667,226,0,0.00792602377807133,0,0,70,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",53809,38,0,0,0,0,123.702702702703,312,0,0.00808389774961765,0,0,63,FALSE,0,0,0,FALSE
"41_7","person","FALSE","E",36732,73,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,TRUE
"41_7","company","FALSE","E",37548,73,1,0,0,0,0,816,0,0,0,816,0,FALSE,1,1,1,TRUE
"41_7","person","FALSE","E",37581,73,2,0,0,1,0,33,0.00245098039215686,0,0,849,0,FALSE,2,2,1,TRUE
"41_7","person","FALSE","E",38005,73,3,0,0,1,0,424,0.00353356890459364,0,0,1273,0,FALSE,3,3,2,TRUE
"41_7","person","FALSE","E",40971,73,0,0,0,0,5,2966,0,0.2,0,0,2325,FALSE,0,0,0,FALSE
"41_7","person","FALSE","E",40989,73,1,1,0,0,5,18,0.000337154416722859,0.2,0.0016857720836143,18,2325,FALSE,0,1,1,FALSE
"41_7","person","FALSE","E",41244,73,2,1,0,0,5,255,0.000670241286863271,0.2,0.00335120643431635,273,2325,FALSE,1,2,2,FALSE
"41_7","company","FALSE","E",41663,73,1,0,0,0,59.3333333333333,419,0.00392156862745098,0.0168539325842697,0.232679738562092,419,388,FALSE,1,1,1,FALSE
"41_7","company","FALSE","E",41677,73,2,0,0,1,59.3333333333333,14,0.0029673590504451,0.0168539325842697,0.176063303659743,433,388,FALSE,2,2,1,FALSE
"41_7","person","FALSE","E",41804,73,3,0,0,2,59.3333333333333,127,0.00436046511627907,0.0168539325842697,0.258720930232558,560,388,FALSE,3,3,1,FALSE
"41_7","person","FALSE","E",43898,73,0,0,0,0,51.5,2094,0,0.0194174757281553,0,0,1786,FALSE,0,0,0,FALSE
"41_7","company","FALSE","E",43987,73,1,0,0,0,51.5,89,0.000477554918815664,0.0194174757281553,0.0245940783190067,89,1786,FALSE,1,1,1,FALSE
"41_7","company","FALSE","E",48244,73,0,0,0,0,57.9166666666667,4257,0,0.0172661870503597,0,0,153,FALSE,0,0,0,FALSE
"41_7","person","FALSE","E",50419,73,0,0,0,0,63.6923076923077,2175,0,0.0157004830917874,0,0,429,FALSE,0,0,0,FALSE
"41_7","person","FALSE","E",50439,73,1,0,0,0,63.6923076923077,20,0.000459770114942529,0.0157004830917874,0.0292838196286472,20,429,FALSE,1,1,1,FALSE
"41_7","person","FALSE","E",50583,73,2,0,0,0,63.6923076923077,144,0.000911161731207289,0.0157004830917874,0.0580339933415104,164,429,FALSE,2,2,2,FALSE
"41_7","person","FALSE","E",51523,73,1,0,0,0,65.1333333333333,940,0.00694444444444444,0.015353121801433,0.452314814814815,940,754,FALSE,1,1,1,FALSE
"41_7","person","FALSE","E",52964,73,0,0,0,0,58.8823529411765,1441,0,0.016983016983017,0,0,464,FALSE,0,0,0,FALSE
"43_4","person","TRUE","A",48605,52,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,FALSE
"43_5","person","FALSE","C",36180,52,0,0,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,FALSE
"43_5","person","FALSE","C",36357,52,1,1,0,0,0,177,0,0,0,177,0,TRUE,0,1,1,FALSE
"43_5","person","FALSE","C",36388,52,1,0,0,0,84,31,0.00564971751412429,0.0119047619047619,0.474576271186441,31,191,TRUE,1,1,1,FALSE
"43_5","person","FALSE","C",36410,52,2,0,0,0,84,22,0.00961538461538462,0.0119047619047619,0.807692307692308,53,191,TRUE,2,2,2,FALSE
"43_5","person","FALSE","C",36730,52,0,0,0,0,138,320,0,0.0072463768115942,0,0,282,TRUE,0,0,0,FALSE
"43_5","person","FALSE","C",37038,52,0,0,0,0,261.8,308,0,0.00381970970206264,0,0,199,TRUE,0,0,0,FALSE
"43_5","person","FALSE","C",37377,52,1,0,0,0,261.8,339,0.00324675324675325,0.00381970970206264,0.85,339,199,TRUE,1,1,1,FALSE
"43_5","person","FALSE","C",37401,52,2,0,0,0,261.8,24,0.00309119010819165,0.00381970970206264,0.809273570324575,363,199,TRUE,2,2,2,FALSE
"43_5","person","FALSE","C",38408,52,0,0,0,0,242.875,1007,0,0.00411734431291817,0,0,528,FALSE,0,0,0,FALSE
"43_5","person","FALSE","C",40008,52,0,0,0,0,216.444444444444,1600,0,0.00462012320328542,0,0,50,FALSE,0,0,0,FALSE
"43_5","person","FALSE","C",42084,52,0,0,0,0,195.3,2076,0,0.00512032770097286,0,0,446,FALSE,0,0,0,FALSE
"43_5","person","FALSE","C",42155,52,1,0,0,0,195.3,71,0.000481695568400771,0.00512032770097286,0.0940751445086705,71,446,FALSE,1,1,1,TRUE
"43_5","person","FALSE","C",47056,52,0,0,0,0,182.583333333333,4901,0,0.00547695116385212,0,0,1899,FALSE,0,0,0,FALSE
"43_5","company","FALSE","C",47387,52,1,0,0,0,182.583333333333,331,0.0002040399918384,0.00547695116385212,0.0372543018431613,331,1899,FALSE,1,1,1,FALSE
"43_5","person","FALSE","C",47781,52,1,0,0,1,188.846153846154,394,0.00302114803625378,0.00529531568228106,0.570532186846386,394,506,FALSE,1,1,0,FALSE
"43_5","company","FALSE","C",47919,52,1,0,0,0,193.142857142857,138,0.00253807106598985,0.00517751479289941,0.490210297316896,138,441,FALSE,1,1,1,FALSE
"43_5","company","FALSE","C",48288,52,0,0,0,0,169.75,369,0,0.00589101620029455,0,0,169,FALSE,0,0,0,FALSE
"43_5","company","FALSE","C",48344,52,1,0,0,1,169.75,56,0.002710027100271,0.00589101620029455,0.460027100271003,56,169,FALSE,1,1,0,FALSE
"43_5","person","FALSE","C",48450,52,2,0,0,2,169.75,106,0.00470588235294118,0.00589101620029455,0.798823529411765,162,169,FALSE,2,2,0,FALSE
"43_5","person","FALSE","C",48539,52,3,0,0,2,169.75,89,0.00564971751412429,0.00589101620029455,0.959039548022599,251,169,FALSE,3,3,1,FALSE
"43_5","person","FALSE","C",48978,52,3,0,0,1,182.764705882353,439,0.0119521912350598,0.00547151593176698,2.18443871572533,634,660,FALSE,3,3,2,FALSE
"43_5","person","FALSE","C",49168,52,4,1,0,1,182.764705882353,190,0.00579710144927536,0.00547151593176698,1.05950554134697,824,660,FALSE,3,4,3,FALSE
"43_5","person","FALSE","C",49740,52,2,1,0,0,194.7,572,0.00317965023847377,0.00513610683102209,0.619077901430843,762,1185,FALSE,1,2,2,FALSE
"43_5","company","FALSE","C",49967,52,3,1,0,0,194.7,227,0.00249791840133222,0.00513610683102209,0.486344712739384,989,1185,FALSE,2,3,3,FALSE
"43_5","person","FALSE","C",50076,52,4,1,0,1,194.7,109,0.00280112044817927,0.00513610683102209,0.545378151260504,1098,1185,FALSE,3,4,3,FALSE
"43_5","person","FALSE","C",50335,52,1,0,0,0,184.375,259,0.00917431192660551,0.00542372881355932,1.69151376146789,259,304,FALSE,1,1,1,FALSE
"43_5","person","FALSE","C",50491,52,2,0,0,0,184.375,156,0.00543478260869565,0.00542372881355932,1.00203804347826,415,304,FALSE,2,2,2,FALSE
"43_5","person","FALSE","C",50778,52,2,0,0,0,192.44,287,0.00481927710843374,0.00519642485969653,0.927421686746988,443,599,FALSE,2,2,2,FALSE
"43_5","person","FALSE","C",51154,52,2,0,0,0,203.269230769231,376,0.00451467268623025,0.00491958372753075,0.917694044104879,663,728,FALSE,2,2,2,FALSE
"43_5","person","FALSE","C",51377,52,3,1,0,0,203.269230769231,223,0.00366300366300366,0.00491958372753075,0.744575936883629,886,728,FALSE,2,3,3,FALSE
"43_5","person","FALSE","C",51567,52,3,1,0,0,211.666666666667,190,0.00338600451467269,0.0047244094488189,0.716704288939052,789,1048,FALSE,2,3,3,FALSE
"43_5","person","FALSE","C",51832,52,4,1,0,0,211.666666666667,265,0.00371747211895911,0.0047244094488189,0.786864931846344,1054,1048,FALSE,3,4,4,FALSE
"43_5","person","FALSE","C",51857,52,5,2,0,0,211.666666666667,25,0.00372856077554064,0.0047244094488189,0.789212030822769,1079,1048,FALSE,3,5,5,FALSE
"43_5","person","FALSE","C",52090,52,5,2,0,0,209.714285714286,233,0.0046339202965709,0.00476839237057221,0.971799285052297,936,1192,FALSE,3,5,5,FALSE
"43_5","person","FALSE","C",52203,52,5,2,0,0,207.137931034483,113,0.00534188034188034,0.00482770101548194,1.10650604185087,826,974,FALSE,3,5,5,FALSE
"43_5","person","FALSE","C",52304,52,5,2,0,0,208.766666666667,101,0.00605326876513317,0.00479003672361488,1.2637207425343,737,888,FALSE,3,5,5,FALSE
"43_5","person","FALSE","C",52637,52,5,2,0,0,211.161290322581,333,0.0067842605156038,0.00473571646807211,1.43257320435943,805,956,FALSE,3,5,5,FALSE
"43_5","person","FALSE","C",53619,52,0,0,0,0,184.864864864865,982,0,0.0054093567251462,0,0,506,FALSE,0,0,0,FALSE
"43_5","person","FALSE","C",53637,52,1,0,0,0,184.864864864865,18,0.0010183299389002,0.0054093567251462,0.188253426542632,18,506,FALSE,1,1,1,FALSE
"45_2","person","TRUE","A",36664,63,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,FALSE
"45_2","person","TRUE","A",38021,63,0,0,0,0,24,1357,0,0.0416666666666667,0,0,54,FALSE,0,0,0,FALSE
"45_2","person","TRUE","A",49360,63,0,0,0,0,69.5,11339,0,0.0143884892086331,0,0,18,FALSE,0,0,0,FALSE
"45_2","person","TRUE","A",49797,63,0,0,0,0,122,437,0,0.00819672131147541,0,0,182,FALSE,0,0,0,FALSE
"45_2","person","TRUE","A",50688,63,0,0,0,0,93.25,891,0,0.0107238605898123,0,0,276,FALSE,0,0,0,FALSE
"45_2","person","TRUE","A",51444,63,0,0,0,0,120.8,756,0,0.00827814569536424,0,0,18,FALSE,0,0,0,FALSE
"45_2","person","TRUE","A",51569,63,1,0,1,0,120.8,125,0.00132275132275132,0.00827814569536424,0.15978835978836,125,18,FALSE,1,0,1,FALSE
"45_2","person","TRUE","A",52017,63,0,0,0,0,149.285714285714,448,0,0.00669856459330144,0,0,315,FALSE,0,0,0,FALSE
"45_3","person","FALSE","C",36519,63,0,0,0,0,0,0,0,0,0,0,0,TRUE,0,0,0,FALSE
"45_3","person","FALSE","C",36700,63,0,0,0,0,179,181,0,0.00558659217877095,0,0,18,TRUE,0,0,0,FALSE
"45_3","person","FALSE","C",36813,63,0,0,0,0,153,113,0,0.0065359477124183,0,0,45,TRUE,0,0,0,FALSE
"45_3","person","FALSE","C",37296,63,0,0,0,0,407,483,0,0.00245700245700246,0,0,61,TRUE,0,0,0,FALSE
"45_3","person","FALSE","C",37446,63,1,1,0,0,407,150,0.0020703933747412,0.00245700245700246,0.842650103519669,150,61,TRUE,0,1,1,FALSE
"45_3","person","FALSE","C",37558,63,2,2,0,0,407,112,0.00315955766192733,0.00245700245700246,1.28593996840442,262,61,TRUE,0,2,2,FALSE
"45_3","company","FALSE","C",37736,63,3,2,0,0,407,178,0.00402684563758389,0.00245700245700246,1.63892617449664,440,61,TRUE,1,3,3,FALSE
"45_3","person","FALSE","C",37757,63,4,2,0,1,407,21,0.00433369447453954,0.00245700245700246,1.76381365113759,461,61,TRUE,2,4,3,FALSE
"45_3","person","FALSE","C",38241,63,2,1,0,1,247.5,484,0.0100502512562814,0.00404040404040404,2.48743718592965,505,598,FALSE,1,2,1,FALSE
"45_3","person","FALSE","C",38681,63,0,0,0,0,204.555555555556,440,0,0.00488864747419881,0,0,165,FALSE,0,0,0,FALSE
"45_3","person","FALSE","C",38776,63,0,0,0,0,185.3,95,0,0.00539665407447383,0,0,37,FALSE,0,0,0,FALSE
"45_3","company","FALSE","C",38790,63,1,1,0,0,185.3,14,0.0105263157894737,0.00539665407447383,1.95052631578947,14,37,FALSE,0,1,1,FALSE
"45_3","person","FALSE","C",38903,63,2,1,0,1,185.3,113,0.018348623853211,0.00539665407447383,3.4,127,37,FALSE,1,2,1,FALSE
"45_3","person","FALSE","C",39488,63,1,1,0,0,205.583333333333,585,0.00884955752212389,0.00486420753952169,1.8193215339233,585,313,FALSE,0,1,1,FALSE
"45_3","person","FALSE","C",40055,63,1,0,0,0,220.461538461538,567,0.00170940170940171,0.00453593859036985,0.376857330703485,567,774,FALSE,1,1,1,FALSE
"45_3","person","FALSE","C",40184,63,1,1,0,0,215.071428571429,129,0.0017636684303351,0.00464961806708735,0.379314688838498,129,590,FALSE,0,1,1,FALSE
"45_3","person","FALSE","C",40327,63,2,1,0,0,215.071428571429,143,0.0028735632183908,0.00464961806708735,0.618021346469622,272,590,FALSE,1,2,2,FALSE
"45_3","company","FALSE","C",40836,63,0,0,0,0,192.352941176471,509,0,0.00519877675840979,0,0,208,FALSE,0,0,0,FALSE
"45_3","person","FALSE","C",41606,63,0,0,0,0,191.888888888889,770,0,0.00521134916039375,0,0,80,FALSE,0,0,0,FALSE
"45_3","person","FALSE","C",43469,63,0,0,0,0,185.052631578947,1863,0,0.00540386803185438,0,0,440,FALSE,0,0,0,FALSE
"45_3","person","FALSE","C",44239,63,1,0,0,0,185.052631578947,770,0.000536768652710682,0.00540386803185438,0.0993304517331977,770,440,FALSE,1,1,1,FALSE
"45_3","person","FALSE","C",44667,63,2,0,0,0,185.052631578947,428,0.000759589821496392,0.00540386803185438,0.14056409538849,1198,440,FALSE,2,2,2,FALSE
"45_3","person","FALSE","C",45894,63,0,0,0,0,184.772727272727,1227,0,0.0054120541205412,0,0,178,FALSE,0,0,0,FALSE
"45_3","person","FALSE","C",46868,63,0,0,0,0,181.826086956522,974,0,0.00549976087996174,0,0,373,TRUE,0,0,0,FALSE
"45_3","person","FALSE","C",47056,63,0,0,0,0,179.625,188,0,0.00556715379262352,0,0,144,TRUE,0,0,0,FALSE
"45_3","person","FALSE","C",47133,63,1,1,0,0,179.625,77,0.00531914893617021,0.00556715379262352,0.955452127659574,77,144,TRUE,0,1,1,FALSE
"45_3","person","FALSE","C",47212,63,1,0,0,0,185.04,79,0.012987012987013,0.00540423692174665,2.40311688311688,79,94,TRUE,1,1,1,FALSE
"45_3","person","FALSE","C",47615,63,1,0,0,0,182.846153846154,403,0.0126582278481013,0.00546907867059318,2.31450827653359,403,424,TRUE,1,1,1,FALSE
"45_3","person","FALSE","C",47659,63,2,1,0,0,182.846153846154,44,0.004149377593361,0.00546907867059318,0.758697733801468,447,424,TRUE,1,2,2,FALSE
"45_3","person","FALSE","C",47961,63,1,1,0,0,184,302,0.0227272727272727,0.00543478260869565,4.18181818181818,302,317,TRUE,0,1,1,FALSE
"45_3","person","FALSE","C",48087,63,2,2,0,0,184,126,0.00578034682080925,0.00543478260869565,1.0635838150289,428,317,FALSE,0,2,2,FALSE
"45_3","person","FALSE","C",48725,63,0,0,0,0,177.548387096774,638,0,0.00563226744186046,0,0,234,FALSE,0,0,0,FALSE
"45_3","person","FALSE","C",48785,63,0,0,0,0,176.0625,60,0,0.00567980120695776,0,0,33,FALSE,0,0,0,FALSE
"45_3","person","FALSE","C",49062,63,0,0,0,0,175.393939393939,277,0,0.00570145127850726,0,0,106,FALSE,0,0,0,FALSE
"45_3","person","FALSE","C",49116,63,0,0,0,0,172.382352941176,54,0,0.00580105783995905,0,0,35,FALSE,0,0,0,FALSE
"45_3","person","FALSE","C",49240,63,0,0,0,0,177.685714285714,124,0,0.00562791445570027,0,0,56,FALSE,0,0,0,FALSE
"45_3","person","FALSE","C",49304,63,1,0,0,0,177.685714285714,64,0.00806451612903226,0.00562791445570027,1.43294930875576,64,56,FALSE,1,1,1,FALSE
"45_3","person","FALSE","C",49451,63,2,0,0,0,177.685714285714,147,0.0106382978723404,0.00562791445570027,1.890273556231,211,56,FALSE,2,2,2,FALSE
"45_3","person","FALSE","C",49581,63,3,0,0,0,177.685714285714,130,0.00895522388059701,0.00562791445570027,1.59121535181237,341,56,FALSE,3,3,3,FALSE
"45_3","person","FALSE","C",49813,63,3,0,0,0,175.694444444444,232,0.00879765395894428,0.00569169960474308,1.54569892473118,509,532,FALSE,3,3,3,FALSE
"45_3","person","FALSE","C",50149,63,3,1,0,0,172.864864864865,336,0.00589390962671906,0.0057848655409631,1.01884989114852,698,777,FALSE,2,3,3,FALSE
"45_3","person","FALSE","C",50830,63,0,0,0,0,169,681,0,0.00591715976331361,0,0,422,FALSE,0,0,0,FALSE
"45_3","company","FALSE","C",51737,63,0,0,0,0,165.166666666667,907,0,0.00605449041372351,0,0,333,FALSE,0,0,0,FALSE
