"branch_n_queue","entity","priority","service_type","arrival_time_secs","yesterday_count","queue_length","clients_count","priorities_count","companies_count","avg_service_time","interarrival_time","arrival_rate","service_rate","utilization_factor","hol","les","peak_hour","non_clients_count","non_priorities_count","non_companies_count","time_overflow"
"5_73","person","FALSE","D",40643,283,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,TRUE
"5_73","company","FALSE","D",47457,283,0,0,0,0,460,6814,0,0.00217391304347826,0,0,3461,FALSE,0,0,0,TRUE
"6_34","person","FALSE","D",49012,204,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,FALSE
"25_6","person","FALSE","E",39496,72,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,FALSE
"25_6","person","FALSE","E",42881,72,0,0,0,0,10,3385,0,0.1,0,0,1638,FALSE,0,0,0,TRUE
"25_6","person","FALSE","E",52862,72,0,0,0,0,24.5,9981,0,0.0408163265306122,0,0,2371,FALSE,0,0,0,TRUE
"30_2","person","FALSE","C",36014,58,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,FALSE
"30_2","person","FALSE","C",36128,58,1,1,0,0,0,114,0,0,0,114,0,FALSE,0,1,1,FALSE
"30_2","person","FALSE","C",36151,58,2,2,0,0,0,23,0.0175438596491228,0,0,137,0,FALSE,0,2,2,FALSE
"30_2","person","FALSE","C",36167,58,3,3,0,0,0,16,0.0218978102189781,0,0,153,0,FALSE,0,3,3,FALSE
"30_2","person","FALSE","C",36199,58,4,3,0,0,0,32,0.0261437908496732,0,0,185,0,FALSE,1,4,4,FALSE
"30_2","person","FALSE","C",36263,58,5,3,0,0,0,64,0.027027027027027,0,0,249,0,FALSE,2,5,5,FALSE
"30_2","person","FALSE","C",36593,58,6,4,0,0,0,330,0.0240963855421687,0,0,579,0,FALSE,2,6,6,FALSE
"30_2","person","FALSE","C",36690,58,7,5,0,0,0,97,0.0120898100172712,0,0,676,0,FALSE,2,7,7,FALSE
"30_2","person","FALSE","C",36728,58,8,5,0,0,0,38,0.0118343195266272,0,0,714,0,FALSE,3,8,8,FALSE
"30_2","person","FALSE","C",36791,58,9,5,0,0,0,63,0.0126050420168067,0,0,777,0,FALSE,4,9,9,FALSE
"30_2","person","FALSE","C",36910,58,10,6,0,0,0,119,0.0128700128700129,0,0,896,0,FALSE,4,10,10,FALSE
"30_2","company","FALSE","C",37790,58,6,4,0,0,117.2,880,0.00843881856540084,0.00853242320819113,0.989029535864979,1527,1447,FALSE,2,6,6,FALSE
"30_2","person","FALSE","C",38314,58,0,0,0,0,96.0833333333333,524,0,0.01040763226366,0,0,339,FALSE,0,0,0,FALSE
"30_2","person","FALSE","C",38327,58,1,0,0,0,96.0833333333333,13,0.00190839694656489,0.01040763226366,0.183365139949109,13,339,FALSE,1,1,1,FALSE
"30_2","person","FALSE","C",38563,58,1,0,0,0,97.3076923076923,236,0.0769230769230769,0.0102766798418972,7.48520710059172,236,237,FALSE,1,1,1,FALSE
"30_2","person","FALSE","C",38614,58,2,1,0,0,97.3076923076923,51,0.00803212851405622,0.0102766798418972,0.781587890021625,287,237,FALSE,1,2,2,FALSE
"30_2","company","FALSE","C",39266,58,0,0,0,0,90.4375,652,0,0.0110573600552868,0,0,405,FALSE,0,0,0,FALSE
"30_2","person","FALSE","C",39342,58,1,1,0,1,90.4375,76,0.00153374233128834,0.0110573600552868,0.13870782208589,76,405,FALSE,0,1,0,FALSE
"30_2","person","FALSE","C",39477,58,1,0,0,0,97.8823529411765,135,0.0131578947368421,0.0102163461538462,1.28792569659443,135,94,FALSE,1,1,1,FALSE
"30_2","person","FALSE","C",39495,58,2,0,0,0,97.8823529411765,18,0.00947867298578199,0.0102163461538462,0.927794814608308,153,94,FALSE,2,2,2,FALSE
"30_2","person","FALSE","C",39528,58,3,0,0,0,97.8823529411765,33,0.0131004366812227,0.0102163461538462,1.28230156691498,186,94,FALSE,3,3,3,FALSE
"30_2","person","FALSE","C",39632,58,3,0,0,0,106.277777777778,104,0.0161290322580645,0.00940930475692629,1.71415770609319,155,237,FALSE,3,3,3,FALSE
"30_2","person","FALSE","C",39803,58,4,0,0,0,106.277777777778,171,0.0137931034482759,0.00940930475692629,1.46590038314176,326,237,FALSE,4,4,4,FALSE
"30_2","person","FALSE","C",39825,58,5,1,0,0,106.277777777778,22,0.0108459869848156,0.00940930475692629,1.1526873945529,348,237,FALSE,4,5,5,FALSE
"30_2","person","FALSE","C",40094,58,5,2,0,0,109,269,0.014367816091954,0.00917431192660551,1.56609195402299,599,602,FALSE,3,5,5,FALSE
"30_2","person","FALSE","C",40829,58,5,2,0,0,136.9,735,0.00834724540901502,0.00730460189919649,1.14273789649416,1301,744,FALSE,3,5,5,FALSE
"30_2","person","FALSE","C",40849,58,6,3,0,0,136.9,20,0.00449775112443778,0.00730460189919649,0.615742128935532,1321,744,FALSE,3,6,6,FALSE
"30_2","person","FALSE","C",40882,58,7,3,0,0,136.9,33,0.0051698670605613,0.00730460189919649,0.707754800590842,1354,744,FALSE,4,7,7,FALSE
"30_2","person","FALSE","C",40926,58,7,3,0,0,137.047619047619,44,0.0051698670605613,0.00729673384294649,0.708517971442639,1294,1383,FALSE,4,7,7,TRUE
"30_2","person","FALSE","C",40959,58,8,4,0,0,137.047619047619,33,0.00572246065808298,0.00729673384294649,0.784249608283943,1327,1383,FALSE,4,8,8,TRUE
"30_2","person","FALSE","C",41195,58,9,4,0,0,137.047619047619,236,0.00628930817610063,0.00729673384294649,0.861934710991315,1563,1383,FALSE,5,9,9,TRUE
"30_2","person","FALSE","C",41299,58,9,4,0,0,136.272727272727,104,0.00575815738963532,0.00733822548365577,0.784679811551213,1496,1623,FALSE,5,9,9,TRUE
"30_2","person","FALSE","C",41344,58,10,5,0,0,136.272727272727,45,0.00599880023995201,0.00733822548365577,0.817472869062551,1541,1623,FALSE,5,10,10,TRUE
"30_2","person","FALSE","C",41461,58,10,4,0,0,138.04347826087,117,0.00648929266709929,0.00724409448818898,0.895804531219141,1636,1575,FALSE,6,10,10,TRUE
"30_2","person","FALSE","C",41515,58,11,5,0,0,138.04347826087,54,0.00663449939686369,0.00724409448818898,0.915849373262705,1690,1575,FALSE,6,11,11,TRUE
"30_2","person","FALSE","C",41560,58,11,4,0,0,139.5,45,0.00650887573964497,0.00716845878136201,0.907988165680473,1466,1732,FALSE,7,11,11,TRUE
"30_2","person","FALSE","C",41737,58,11,5,0,0,138.4,177,0.00750341064120055,0.00722543352601156,1.03847203274216,908,1640,FALSE,6,11,11,TRUE
"30_2","person","FALSE","C",41774,58,12,5,0,0,138.4,37,0.00730371272063299,0.00722543352601156,1.01083384053561,945,1640,FALSE,7,12,12,TRUE
"30_2","person","FALSE","C",41947,58,13,6,0,0,138.4,173,0.00773809523809524,0.00722543352601156,1.07095238095238,1118,1640,FALSE,7,13,13,TRUE
"30_2","person","FALSE","C",41973,58,14,6,0,0,138.4,26,0.00755531570426336,0.00722543352601156,1.04565569347005,1144,1640,FALSE,8,14,14,TRUE
"30_2","company","FALSE","C",42100,58,15,6,0,0,138.4,127,0.00798296966471527,0.00722543352601156,1.10484300159659,1271,1640,FALSE,9,15,15,TRUE
"30_2","company","FALSE","C",42287,58,15,6,0,1,142.423076923077,187,0.011801730920535,0.00702133405347016,1.68083883072081,1438,1314,FALSE,9,15,14,TRUE
"30_2","person","FALSE","C",42434,58,14,7,0,2,136.785714285714,147,0.0099644128113879,0.00731070496083551,1.36298932384342,1508,1523,FALSE,7,14,12,TRUE
"30_2","person","FALSE","C",42699,58,15,7,0,2,136.785714285714,265,0.00966494845360825,0.00731070496083551,1.32202687776141,1773,1523,FALSE,8,15,13,TRUE
"30_2","person","FALSE","C",42726,58,16,8,0,2,136.785714285714,27,0.00880572372041827,0.00731070496083551,1.20449720890007,1800,1523,FALSE,8,16,14,TRUE
"30_2","person","FALSE","C",42813,58,17,8,0,2,136.785714285714,87,0.00921908893709327,0.00731070496083551,1.26103966532383,1887,1523,FALSE,9,17,15,TRUE
"30_2","person","FALSE","C",42829,58,18,8,0,2,136.785714285714,16,0.00932159502848265,0.00731070496083551,1.27506103425316,1903,1523,FALSE,10,18,16,TRUE
"30_2","person","FALSE","C",42859,58,19,8,0,2,136.785714285714,30,0.00975860297894196,0.00731070496083551,1.33483747890528,1933,1523,FALSE,11,19,17,TRUE
"30_2","person","FALSE","C",42992,58,20,9,0,2,136.785714285714,133,0.0101163378856854,0.00731070496083551,1.38377050364911,2066,1523,FALSE,11,20,18,TRUE
"30_2","person","FALSE","C",43421,58,19,8,0,2,135.733333333333,429,0.00934579439252336,0.00736738703339882,1.26853582554517,2226,2451,FALSE,11,19,17,TRUE
"30_2","person","FALSE","C",43482,58,19,8,0,2,131.677419354839,61,0.00853548966756514,0.00759431651151396,1.12393125235487,2183,2233,FALSE,11,19,17,TRUE
"30_2","person","FALSE","C",43500,58,20,8,0,2,131.677419354839,18,0.00874508089199825,0.00759431651151396,1.15152968390764,2201,2233,FALSE,12,20,18,TRUE
"30_2","person","FALSE","C",43947,58,16,5,0,2,119.861111111111,447,0.00824742268041237,0.00834298957126304,0.988545246277205,2210,2215,FALSE,11,16,14,TRUE
"30_2","person","FALSE","C",44346,58,17,5,0,2,119.861111111111,399,0.0071219103477168,0.00834298957126304,0.853640087511055,2609,2215,FALSE,12,17,15,TRUE
"30_2","person","FALSE","C",44413,58,18,6,0,2,119.861111111111,67,0.00646087580760948,0.00834298957126304,0.774407753050969,2676,2215,FALSE,12,18,16,TRUE
"30_2","person","FALSE","C",44569,58,17,6,0,2,116.289473684211,156,0.00644183402804092,0.00859923059515728,0.749117488681917,2622,2764,FALSE,11,17,15,TRUE
"30_2","person","FALSE","C",44642,58,17,7,0,2,116.564102564103,73,0.0064836003051106,0.00857897052353718,0.755755050949559,2669,2677,FALSE,10,17,15,TRUE
"30_2","person","FALSE","C",44737,58,18,8,0,2,116.564102564103,95,0.00667903525046382,0.00857897052353718,0.778535749964321,2764,2677,FALSE,10,18,16,TRUE
"30_2","person","FALSE","C",44796,58,17,8,0,1,111.829268292683,59,0.00644671975729996,0.00894220283533261,0.720931953346837,2509,2683,FALSE,9,17,16,TRUE
"30_2","person","FALSE","C",44830,58,17,8,0,0,117.02380952381,34,0.00677560781187724,0.00854526958290946,0.792907437985158,2396,2511,FALSE,9,17,17,TRUE
"30_2","person","FALSE","C",44986,58,18,8,0,0,117.02380952381,156,0.00707825403067243,0.00854526958290946,0.828324251446548,2552,2511,FALSE,10,18,18,TRUE
"30_2","person","FALSE","C",45171,58,19,8,0,0,117.02380952381,185,0.00703964431270841,0.00854526958290946,0.823805995165758,2737,2511,FALSE,11,19,19,TRUE
"30_2","person","FALSE","C",45252,58,20,9,0,0,117.02380952381,81,0.00693481276005548,0.00854526958290946,0.811538207516016,2818,2511,FALSE,11,20,20,TRUE
"30_2","person","FALSE","C",45422,58,21,9,0,0,117.02380952381,170,0.00708263069139966,0.00854526958290946,0.828836424957841,2988,2511,FALSE,12,21,21,TRUE
"30_2","person","FALSE","C",45814,58,22,9,0,0,117.02380952381,392,0.00701754385964912,0.00854526958290946,0.821219715956558,3380,2511,FALSE,13,22,22,TRUE
"30_2","person","FALSE","C",45833,58,23,9,0,0,117.02380952381,19,0.00652112276722427,0.00854526958290946,0.76312662859303,3399,2511,FALSE,14,23,23,TRUE
"30_2","person","FALSE","C",46080,58,24,10,0,0,117.02380952381,247,0.00676818950930626,0.00854526958290946,0.792039319958102,3646,2511,FALSE,14,24,24,TRUE
"30_2","person","FALSE","C",46403,58,25,10,0,0,117.02380952381,323,0.00659108884787767,0.00854526958290946,0.771314325888541,3969,2511,FALSE,15,25,25,TRUE
"30_2","person","FALSE","C",46479,58,25,10,0,0,117.372093023256,76,0.00629881582262535,0.00851991281949673,0.739305196669538,3780,3987,FALSE,15,25,25,TRUE
"30_2","person","FALSE","C",46626,58,26,10,0,0,117.372093023256,147,0.00642768850432633,0.00851991281949673,0.754431253054302,3927,3987,FALSE,16,26,26,TRUE
"30_2","person","FALSE","C",46665,58,27,10,0,0,117.372093023256,39,0.00644083969465649,0.00851991281949673,0.7559748357891,3966,3987,FALSE,17,27,27,TRUE
"30_2","person","FALSE","C",46739,58,28,11,0,0,117.372093023256,74,0.00661782084613566,0.00851991281949673,0.776747483963877,4040,3987,FALSE,17,28,28,TRUE
"30_2","person","FALSE","C",46760,58,29,12,0,0,117.372093023256,21,0.00673635307781649,0.00851991281949673,0.790659860086973,4061,3987,FALSE,17,29,29,TRUE
"30_2","person","FALSE","C",47064,58,28,11,0,0,117.955555555556,304,0.00694100148735746,0.00847776940467219,0.818729686553187,4251,4190,FALSE,17,28,28,TRUE
"30_2","person","FALSE","C",47324,58,29,11,0,0,117.955555555556,260,0.00668510834485938,0.00847776940467219,0.788545668766969,4511,4190,FALSE,18,29,29,TRUE
"30_2","person","FALSE","C",47772,58,27,11,0,0,124.395833333333,448,0.00604703247480403,0.00803885446323899,0.752225643896976,4780,4908,FALSE,16,27,27,TRUE
"30_2","person","FALSE","C",47806,58,28,11,0,0,124.395833333333,34,0.00569916547934052,0.00803885446323899,0.708952439107131,4814,4908,FALSE,17,28,28,TRUE
"30_2","person","FALSE","C",48254,58,26,12,0,0,121.294117647059,448,0.00601295097132285,0.00824442289039767,0.72933558252163,4754,4768,FALSE,14,26,26,TRUE
"30_2","person","FALSE","C",48322,58,25,13,0,0,119.716981132075,68,0.00580450429533318,0.00835303388494878,0.694897731205453,3976,4326,FALSE,12,25,25,TRUE
"30_2","person","FALSE","C",48360,58,26,14,0,0,119.716981132075,38,0.00594285714285714,0.00835303388494878,0.711460916442049,4014,4326,FALSE,12,26,26,TRUE
"30_2","person","FALSE","C",48636,58,25,12,0,0,116.818181818182,276,0.00633392449961996,0.00856031128404669,0.739917543819241,4067,4123,FALSE,13,25,25,TRUE
"30_2","person","FALSE","C",48817,58,24,11,0,0,114.491228070175,181,0.00600901352028042,0.00873429359485136,0.687979337427194,4080,4105,FALSE,13,24,24,TRUE
"30_2","person","FALSE","C",48983,58,24,11,0,0,113.844827586207,166,0.00588235294117647,0.00878388611237316,0.669675456389452,4187,4095,FALSE,13,24,24,TRUE
"30_2","person","FALSE","C",49075,58,25,11,0,0,113.844827586207,92,0.00588789448893076,0.00878388611237316,0.6703063329381,4279,4095,FALSE,14,25,25,TRUE
"30_2","person","FALSE","C",49662,58,24,10,0,0,114.85,587,0.00565371024734982,0.0087070091423596,0.649328621908127,4676,4723,FALSE,14,24,24,TRUE
"30_2","person","FALSE","C",49692,58,25,10,0,0,114.85,30,0.00517384105960265,0.0087070091423596,0.594215645695364,4706,4723,FALSE,15,25,25,TRUE
"30_2","person","FALSE","C",49999,58,21,10,0,0,111.615384615385,307,0.00541516245487365,0.00895933838731909,0.604415440155512,4166,4147,FALSE,11,21,21,TRUE
"30_2","person","FALSE","C",50249,58,21,9,0,0,112.272727272727,250,0.00504080652904465,0.00890688259109312,0.565945096670013,4169,4299,FALSE,12,21,21,TRUE
"30_2","person","FALSE","C",50271,58,22,10,0,0,112.272727272727,22,0.00498188405797101,0.00890688259109312,0.559329710144927,4191,4299,FALSE,12,22,22,TRUE
"30_2","person","FALSE","C",50347,58,22,10,0,0,114.522388059701,76,0.005249343832021,0.008731917111951,0.601167391389509,3944,4209,FALSE,12,22,22,TRUE
"30_2","company","FALSE","C",50454,58,23,11,0,0,114.522388059701,107,0.00539020389032107,0.008731917111951,0.617299021648262,4051,4209,FALSE,12,23,23,TRUE
"30_3","person","TRUE","A",35996,58,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,FALSE
"30_3","person","TRUE","A",36291,58,1,1,1,0,0,295,0,0,0,295,0,FALSE,0,0,1,FALSE
"30_3","person","TRUE","A",36334,58,1,0,1,0,209,43,0.00338983050847458,0.00478468899521531,0.708474576271186,43,318,FALSE,1,0,1,FALSE
"30_3","person","TRUE","A",36388,58,2,1,2,0,209,54,0.00591715976331361,0.00478468899521531,1.23668639053254,97,318,FALSE,1,0,2,FALSE
"30_3","person","TRUE","A",38300,58,0,0,0,0,173.75,1912,0,0.00575539568345324,0,0,428,FALSE,0,0,0,FALSE
"30_3","person","TRUE","A",39585,58,0,0,0,0,164.2,1285,0,0.00609013398294763,0,0,122,FALSE,0,0,0,FALSE
"30_3","person","TRUE","A",41754,58,0,0,0,0,176.666666666667,2169,0,0.00566037735849057,0,0,246,FALSE,0,0,0,FALSE
"30_3","person","TRUE","A",41804,58,1,0,1,0,176.666666666667,50,0.000461041954817888,0.00566037735849057,0.0814507453511603,50,246,FALSE,1,0,1,FALSE
"30_3","person","TRUE","A",41992,58,0,0,0,0,144.25,188,0,0.00693240901213172,0,0,71,FALSE,0,0,0,FALSE
"30_3","person","TRUE","A",42047,58,1,1,1,0,144.25,55,0.00531914893617021,0.00693240901213172,0.767287234042553,55,71,FALSE,0,0,1,FALSE
"30_3","person","TRUE","A",43005,58,1,1,1,0,142.777777777778,958,0.0181818181818182,0.00700389105058366,2.5959595959596,958,873,FALSE,0,0,1,FALSE
"30_3","person","TRUE","A",43037,58,2,2,2,0,142.777777777778,32,0.00197433366238894,0.00700389105058366,0.281890972907755,990,873,FALSE,0,0,2,FALSE
"30_3","company","TRUE","A",44205,58,0,0,0,0,142.583333333333,1168,0,0.00701344243132671,0,0,1061,FALSE,0,0,0,FALSE
"30_3","person","TRUE","A",44239,58,1,1,1,1,142.583333333333,34,0.000856164383561644,0.00701344243132671,0.122074771689498,34,1061,FALSE,0,0,0,TRUE
"30_3","person","TRUE","A",45014,58,2,2,2,1,142.583333333333,775,0.00166389351081531,0.00701344243132671,0.237243483083749,809,1061,FALSE,0,0,1,FALSE
"30_3","person","TRUE","A",47187,58,0,0,0,0,143,2173,0,0.00699300699300699,0,0,1700,FALSE,0,0,0,FALSE
"30_3","person","TRUE","A",47455,58,1,1,1,0,143,268,0.000460193281178095,0.00699300699300699,0.0658076392084676,268,1700,FALSE,0,0,1,FALSE
"30_3","person","TRUE","A",47753,58,2,1,2,0,143,298,0.000819336337566571,0.00699300699300699,0.11716509627202,566,1700,FALSE,1,0,2,FALSE
"40_5","person","TRUE","A",39205,38,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,FALSE
"40_5","person","TRUE","A",39495,38,0,0,0,0,19,290,0,0.0526315789473684,0,0,31,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",36166,38,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",36181,38,1,1,0,0,0,15,0,0,0,15,0,FALSE,0,1,1,FALSE
"40_6","person","FALSE","C",36212,38,2,1,0,0,0,31,0.133333333333333,0,0,46,0,FALSE,1,2,2,FALSE
"40_6","person","FALSE","C",36231,38,3,2,0,0,0,19,0.0652173913043478,0,0,65,0,FALSE,1,3,3,FALSE
"40_6","company","FALSE","C",36327,38,3,2,0,0,109,96,0.0461538461538461,0.00917431192660551,5.03076923076923,146,78,FALSE,1,3,3,FALSE
"40_6","person","FALSE","C",36371,38,3,2,0,1,113,44,0.0205479452054795,0.00884955752212389,2.32191780821918,159,175,FALSE,1,3,2,FALSE
"40_6","person","FALSE","C",36960,38,1,0,0,0,161.4,589,0.0227272727272727,0.00619578686493185,3.66818181818182,589,470,FALSE,1,1,1,FALSE
"40_6","person","FALSE","C",37281,38,0,0,0,0,131,321,0,0.00763358778625954,0,0,146,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",37318,38,1,1,0,0,131,37,0.00311526479750779,0.00763358778625954,0.40809968847352,37,146,FALSE,0,1,1,FALSE
"40_6","person","FALSE","C",37523,38,2,2,0,0,131,205,0.00558659217877095,0.00763358778625954,0.731843575418994,242,146,FALSE,0,2,2,FALSE
"40_6","company","FALSE","C",37581,38,3,3,0,0,131,58,0.00532859680284192,0.00763358778625954,0.698046181172291,300,146,FALSE,0,3,3,FALSE
"40_6","person","FALSE","C",37864,38,3,3,0,1,117.625,283,0.01,0.00850159404888417,1.17625,546,578,FALSE,0,3,2,FALSE
"40_6","person","FALSE","C",38179,38,1,0,0,0,115.727272727273,315,0.00353356890459364,0.00864100549882168,0.408930292322518,315,508,FALSE,1,1,1,FALSE
"40_6","person","FALSE","C",38345,38,1,1,0,0,182.666666666667,166,0.00317460317460317,0.00547445255474453,0.57989417989418,166,363,FALSE,0,1,1,FALSE
"40_6","person","FALSE","C",38369,38,2,2,0,0,182.666666666667,24,0.00415800415800416,0.00547445255474453,0.75952875952876,190,363,FALSE,0,2,2,FALSE
"40_6","person","FALSE","C",38685,38,3,3,0,0,182.666666666667,316,0.00594059405940594,0.00547445255474453,1.08514851485149,506,363,FALSE,0,3,3,FALSE
"40_6","person","FALSE","C",38972,38,4,4,0,0,182.666666666667,287,0.0048721071863581,0.00547445255474453,0.889971579374746,793,363,FALSE,0,4,4,FALSE
"40_6","person","FALSE","C",39103,38,5,5,0,0,182.666666666667,131,0.00451263537906137,0.00547445255474453,0.82430806257521,924,363,FALSE,0,5,5,FALSE
"40_6","person","FALSE","C",39232,38,5,5,0,0,175.230769230769,129,0.00541125541125541,0.00570676031606673,0.948218448218448,887,969,FALSE,0,5,5,FALSE
"40_6","person","FALSE","C",39275,38,5,5,0,0,171.357142857143,43,0.0056369785794814,0.00583576490204252,0.965936543726848,906,912,FALSE,0,5,5,FALSE
"40_6","person","FALSE","C",39366,38,6,5,0,0,171.357142857143,91,0.00645161290322581,0.00583576490204252,1.10552995391705,997,912,FALSE,1,6,6,FALSE
"40_6","person","FALSE","C",39789,38,4,3,0,0,162.235294117647,423,0.0101522842639594,0.00616388687454677,1.64705882352941,686,784,FALSE,1,4,4,FALSE
"40_6","person","FALSE","C",39844,38,4,2,0,0,156.333333333333,55,0.00583090379008746,0.00639658848614072,0.91156462585034,612,735,FALSE,2,4,4,FALSE
"40_6","person","FALSE","C",39956,38,4,1,0,0,151.947368421053,112,0.0065359477124183,0.00658122618635262,0.99312005503956,681,667,FALSE,3,4,4,FALSE
"40_6","person","FALSE","C",40046,38,4,1,0,0,148.9,90,0.00587371512481645,0.00671591672263264,0.874596182085169,680,699,FALSE,3,4,4,FALSE
"40_6","company","FALSE","C",40673,38,0,0,0,0,137.52,627,0,0.0072716695753345,0,0,473,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",41671,38,0,0,0,0,140.346153846154,998,0,0.00712523979172376,0,0,47,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",42239,38,0,0,0,0,135.592592592593,568,0,0.00737503414367659,0,0,7,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",42563,38,0,0,0,0,133.964285714286,324,0,0.00746467608637697,0,0,5,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",42733,38,0,0,0,0,134.827586206897,170,0,0.00741687979539642,0,0,14,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",42884,38,0,0,0,0,132.033333333333,151,0,0.00757384498863923,0,0,5,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",42905,38,0,0,0,0,136.967741935484,21,0,0.00730098916627414,0,0,4,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",43493,38,0,0,0,0,135.3125,588,0,0.00739030023094688,0,0,271,FALSE,0,0,0,FALSE
"40_6","company","FALSE","C",43603,38,0,0,0,0,134.272727272727,110,0,0.00744752877454299,0,0,12,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",45066,38,0,0,0,0,133.823529411765,1463,0,0.00747252747252747,0,0,5,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",45941,38,0,0,0,0,132.114285714286,875,0,0.00756920415224913,0,0,24,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",46459,38,0,0,0,0,131.888888888889,518,0,0.0075821398483572,0,0,18,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",46517,38,1,1,0,0,131.888888888889,58,0.00193050193050193,0.0075821398483572,0.254611754611755,58,18,FALSE,0,1,1,FALSE
"40_6","person","FALSE","C",46537,38,2,1,0,0,131.888888888889,20,0.00347222222222222,0.0075821398483572,0.457947530864197,78,18,FALSE,1,2,2,FALSE
"40_6","person","FALSE","C",47568,38,0,0,0,0,128.666666666667,1031,0,0.0077720207253886,0,0,235,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",48650,38,0,0,0,0,131.825,1082,0,0.00758581452683482,0,0,6,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",48938,38,0,0,0,0,133.170731707317,288,0,0.00750915750915751,0,0,8,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",49027,38,0,0,0,0,131.380952380952,89,0,0.00761145342515404,0,0,18,FALSE,0,0,0,FALSE
"40_6","company","FALSE","C",49225,38,0,0,0,0,129.255813953488,198,0,0.00773659589780497,0,0,8,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",49465,38,0,0,0,0,130.863636363636,240,0,0.00764154220215353,0,0,41,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",50326,38,0,0,0,0,129.311111111111,861,0,0.00773328750644441,0,0,3,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",50435,38,0,0,0,0,128.804347826087,109,0,0.00776371308016878,0,0,10,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",50482,38,0,0,0,0,128.085106382979,47,0,0.00780730897009967,0,0,9,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",50772,38,0,0,0,0,125.5625,290,0,0.0079641612742658,0,0,59,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",50901,38,0,0,0,0,127.836734693878,129,0,0.00782247765006386,0,0,79,FALSE,0,0,0,FALSE
"40_6","company","FALSE","C",51269,38,0,0,0,0,127.18,368,0,0.00786287152067935,0,0,189,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",51851,38,0,0,0,0,126.509803921569,582,0,0.00790452572845629,0,0,7,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",52109,38,0,0,0,0,127.5,258,0,0.00784313725490196,0,0,12,FALSE,0,0,0,FALSE
"40_6","person","FALSE","C",52138,38,1,1,0,0,127.5,29,0.00387596899224806,0.00784313725490196,0.494186046511628,29,12,FALSE,0,1,1,FALSE
"40_6","company","FALSE","C",52223,38,2,1,0,0,127.5,85,0.00696864111498258,0.00784313725490196,0.888501742160279,114,12,FALSE,1,2,2,FALSE
"40_6","person","FALSE","C",52628,38,1,1,0,1,129.055555555556,405,0.0117647058823529,0.00774860094705123,1.51830065359477,405,482,FALSE,0,1,0,FALSE
"40_6","person","FALSE","C",54071,38,0,0,0,0,136.857142857143,1443,0,0.00730688935281837,0,0,119,FALSE,0,0,0,FALSE
"42_2","person","TRUE","A",37976,84,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,FALSE
"42_2","person","TRUE","A",37996,84,1,0,1,0,0,20,0,0,0,20,0,FALSE,1,0,1,FALSE
"42_2","person","TRUE","A",38054,84,2,0,2,0,0,58,0.1,0,0,78,0,FALSE,2,0,2,FALSE
"42_2","person","TRUE","A",42133,84,0,0,0,0,24.3333333333333,4079,0,0.0410958904109589,0,0,548,FALSE,0,0,0,FALSE
"43_4","person","TRUE","A",36676,52,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,FALSE
"43_4","person","TRUE","A",48355,52,0,0,0,0,43,11679,0,0.0232558139534884,0,0,44,FALSE,0,0,0,FALSE
"43_4","person","TRUE","A",48541,52,0,0,0,0,62,186,0,0.0161290322580645,0,0,178,FALSE,0,0,0,FALSE
"43_4","person","TRUE","A",52292,52,0,0,0,0,42.3333333333333,3751,0,0.0236220472440945,0,0,74,FALSE,0,0,0,FALSE
"43_5","person","FALSE","C",35953,52,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,FALSE
